pdp_url,product_name,selling_price,regular_price,review,rating,warning,ingredient,instructionforuse,image
https://www.safeway.com/shop/product-details.960110242.html,Overjoyed Duet Madeleine & Brownie Bites - 24 Oz,8.49,8.99,382,4.81,"Contains: wheat, eggs, soy, milk. May Contain: tree nuts (coconut, almond).","Sugar, Unbleached Enriched Flour (Wheat Flour, Malted Barley Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Water, Unsalted Butter, Soybean Oil, Eggs, Palm Oil, Cocoa Powder (Processed with Alkali), Canola Oil, Natural Flavors, Corn Syrup, Egg Whites, Cornstarch, Salt, Soy Lecithin, Nonfat Dry Milk, Invert Sugar, Baking Powder (Sodium Acid Pyrophosphate, Sodium Bicarbonate, Cornstarch, Monocalcium Phosphate).",,https://images.albertsons-media.com/is/image/ABS/960110242
https://www.safeway.com/shop/product-details.960472659.html,Bakery Chocolate Chip Cookies 16 Count - Each,,,669,4.49,,,,https://images.albertsons-media.com/is/image/ABS/960472659
https://www.safeway.com/shop/product-details.960127573.html,Overjoyed Mini Palmiers - 13.8 Oz,8.49,8.99,406,4.77,"Contains: milk, wheat. May Contain: tree nuts (coconut, almond), eggs, soy.","Unbleached Enriched Flour (Wheat Flour, Malted Barley Flour, Niacin, Reduced Iron, Thiamin Mononitrate, Riboflavin, Folic Acid), Unsalted Butter, Water, Sugar Salt.",,https://images.albertsons-media.com/is/image/ABS/960127573
https://www.safeway.com/shop/product-details.960160189.html,Bakery Chocolate Brownie Cookies 18 Count - Each,5.99,5.99,,,,"Sugar, Bleached Enriched Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin And Folic Acid), Milk Chocolate (Sugar, Chocolate Liquor, Cocoa Butter, Whole Milk, Soy Lecithin, Salt, Vanilla), Eggs, Margarine (Palm Oil, Water, Salt, Vegetable Monoglycerides, Natural Butter Flavor, Citric Acid, Vitamin A Palmitate And Beta Carotene (Color), Milk), Cocoa (Processed With Alkali), High Fructose Corn Syrup, Soy Oil, Contains 2 Percent Or Less Of Each Of The Following: Water, Cocoa, Egg Whites, Baking Powder (Sodium Acid Pyrophosphate, Sodium Bicarbonate, Corn Starch And Monocalcium Phosphate), Salt, Natural And Artificial Flavor",,https://images.albertsons-media.com/is/image/ABS/960160189
https://www.safeway.com/shop/product-details.195100240.html,Bakery Susan Cookies 24 Count,,,12,4.58,,,,https://images.albertsons-media.com/is/image/ABS/195100240
https://www.safeway.com/shop/product-details.960110240.html,Overjoyed Madeleines - 14 Oz,8.49,8.99,397,4.81,"Contains: wheat, eggs, milk. May Contain: tree nuts (coconut, almond), soy.","Sugar, Unbleached Enriched Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Unsalted Butter, Eggs, Water, Canola Oil, Natural Flavors, Salt, Nonfat Dry Milk, Invert Sugar, Baking Powder (Sodium Acid Pyrophosphate, Sodium Bicarbonate, Cornstarch, Monocalcium Phosphate).",,https://images.albertsons-media.com/is/image/ABS/960110240
https://www.safeway.com/shop/product-details.960123234.html,Bakery Iced Fudge Brownies 6 Count - Each,,,8,4.5,,,,https://images.albertsons-media.com/is/image/ABS/960123234
https://www.safeway.com/shop/product-details.960480296.html,Overjoyed Ugly Sweater Cookie Kit - 6 Each,10.99,10.99,,,"Contains: wheat. May contain: eggs, soy, milk.,Small candy may be a choking hazard for children under 3 years old.","Cookie: Enriched Wheat Flour (Wheat Flour, Niacin, Reduced Iron, Ascorbic Acid Added as a Dough Conditioner, Thiamine Mononitrate, Riboflavin, Enzyme, Folic Acid), Sugar, Vegetable Oil Shortening (Palm Oil, Fractionated Palm Oil), Water, Invert Sugar, Leavening (Sodium Bicarbonate), Natural and Artificial Flavor, Salt, Icings: Sugar, Water, Palm Oil, Cornstarch, High Fructose Corn Syrup, Corn Syrup, Modified Cornstarch, Salt, Acetylated Monoglycerides (Emulsifier), Artificial Flavor, Polysorbate 60, Potassium Sorbate (Preservative), Titanium Dioxide (Color), Citric Acid, FD&C Red #40, FD&C Yellow #5, FD&C Yellow #6, FD&C Blue #1. Festive Quins: Icing Sugar (Sugar, Cornstarch), Palm Kernel Oil, Modified Cornstarch, Shellac, Sunflower Lecithin, FD&C Yellow #5, FD&C Red # 40, FD&C Blue #1.","Instructions: 1. Icing Pouch Preparation: Knead the icing pouch for 1-2 minutes bringing icing to room temperature and making it more adhesive. Cut a small opening at a corner and gently squeeze. Icing writer preparation: Carefully cut the end of the writer. 2. Decorate: You are now ready to decorate your cookies. Quick Tip: Decorate animal cookies* and add on top to create fun festive characters! *Not included in kit.Store in a cool, dry place.",https://images.albertsons-media.com/is/image/ABS/960480296
https://www.safeway.com/shop/product-details.960122678.html,Brookies - 4 Count,,,8,4.5,,,,https://images.albertsons-media.com/is/image/ABS/960122678
https://www.safeway.com/shop/product-details.960110241.html,Overjoyed Brownie Bites Petite - 24 Oz,8.49,8.99,494,4.67,"Contains: wheat, eggs, soy, milk. May contain: tree nuts (coconut, almond).","Sugar, Unbleached Enriched Flour (Wheat Flour, Malted Barley Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Soybean Oil, Water, Palm Oil, Cocoa Powder (Processed with Alkali), Corn Syrup, Natural Flavor, Egg Whites, Cornstarch, Soy Lecithin, Salt, Nonfat Dry Milk.",,https://images.albertsons-media.com/is/image/ABS/960110241
https://www.safeway.com/shop/product-details.971202683.html,Overjoyed Soft Baked S'mores Cookies 8 Oz - 8 OZ,3.99,3.99,,,"Contains: wheat, eggs, soy, milk. May Contain: tree nuts (pistachio, pecan, walnut), peanut.","Bleached Wheat Flour Enriched (Bleached Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Malted Barley Flour), Oils (Palm, Canola), Brown Sugar, Graham Crackers (Graham Flour (Whole Grain Wheat Flour), Unbleached Enriched Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate {Vitamin B1}, Riboflavin {Vitamin B2}, Folic Acid), Sugar, Soybean and/or Canola Oil, Honey, Leavening (Baking Soda, Calcium Phosphate), Salt, Artificial Flavor), Marshmallows (Tapioca Syrup, Cane Sugar, Filtered Water, Tapioca Starch, Carrageenan, Soy Protein, Natural Vanilla Flavor), Chocolate Chips (Sugar, Unsweetened Chocolate, Cocoa Butter, Soy Lecithin), Eggs, Date Paste (Dates, Water), Cane Sugar, Natural Flavors, Inverted Cane Sugar, Water, Baking Soda, Salt, Natural Graham Cracker Flavor, Natural Marshmallow Flavor, Apple Fiber, Natural Vanilla Extract.",Heating Instructions: Remove cookies from bag and tray. Microwave for 5-10 seconds for the perfect cookie.,https://images.albertsons-media.com/is/image/ABS/971202683
https://www.safeway.com/shop/product-details.195050358.html,Bakery Cake Strawberry Short - Each,,,,,,,,https://images.albertsons-media.com/is/image/ABS/195050358
https://www.safeway.com/shop/product-details.960107162.html,Bakery Tart Fruit Fresh Square 7 Inch - Each,18.99,18.99,,,"May Contain Tree Nuts, May contain Sesame, May Contain Sulfites, Contains Soy, May Contain Peanut, May Contain Eggs, Contains Bio Engineering Ingredients, Contains Milk, Contains Wheat","Ingredients: Strawberries,Raspberries,Water,Sugar,Wheat Flour,Blueberries,Grapes,Concentrated Butter,Kiwifruit,Cream,Contains 2% Or Less: Natural & Artificial Flavor,Carrageenan,Cellulose Gum,Cellulose Gel,Chocolate Liquor,Citric Acid,Cocoa,Cocoa (alkali Processed),Corn Syrup,Corn Syrup Solids,Dextrose,Dipotassium Phosphate,Disodium Phosphate,Modified Food Starch,High Fructose Corn Syrup,Invert Sugar Syrup,Malic Acid,Mono- & Diglycerides,Monocalcium Phosphate,Nonfat Milk,Oat Fibers,Palm Oil,Pectin,Polysorbate 60,Polysorbate 80,Potassium Sorbate (preservative),Sodium Benzoate (preservative),Disodium Diphosphate,Salt,Sodium Acid Pyrophosphate,Sodium Caseinate,Sodium Hydrogen Carbonate,Sorbitan Monostearate,Soy Lecithin,Xanthan Gum,Titanium Dioxide (color),Vegetable Shortening (palm Oil),Yellow 5,Yellow 6",,https://images.albertsons-media.com/is/image/ABS/960107162
https://www.safeway.com/shop/product-details.195050240.html,Fresh Strawberry Boston Cream Cake 8 inch 1 layer - Each,14.99,14.99,6,4.67,"May Contain Sulfites, Contains Bio Engineering Ingredients, Contains Soy, May contain Sesame, Contains Wheat, Contains Eggs, Contains Milk, May Contain Tree Nuts","Ingredients: Sugar,Water,Strawberries,Cream,Enriched Bleached Wheat Flour (wheat Flour,Niacin,Reduced Iron,Thiamin Mononitrate,Riboflavin,Folic Acid),Nonfat Milk,Contains 2% Or Less: Natural & Artificial Flavor,Ascorbic Acid,Carrageenan,Cellulose Gum,Cellulose Gel,Citric Acid,Corn Syrup,Corn Syrup Solids,Dextrose,Dipotassium Phosphate,Disodium Phosphate,Eggs,Red 40,Blue 1,Modified Food Starch,Gellan Gum,Guar Gum,Sodium Acid Pyrophosphate,Baking Soda,Monocalcium Phosphate,Mono- & Diglycerides,Palm Oil,Polysorbate 60,Polysorbate 80,Propylene Glycol Mono- & Diesters Of Fats And Fatty Acids,Salt,Sodium Benzoate (preservative),Potassium Sorbate (preservative),Sodium Caseinate,Sodium Stearoyl Lactylate,Soy Lecithin,Soybean Oil,Titanium Dioxide (color),Wheat Starch,Whey,Xanthan Gum,Yellow 5,Yellow 6##tdmk## **contains:egg,Milk,Soy And Wheat.**may Contain Sulfites,Sesame And Treenuts. #contains Bioengineered Food Ingredients# Perishable-keep Refrigerated",01;,https://images.albertsons-media.com/is/image/ABS/195050240
https://www.safeway.com/shop/product-details.960018806.html,Signature Select Artisan Fruit Topped Mousse Cake - Each,25.99,25.99,,,"Contains Wheat, Contains Bio Engineering Ingredients, May Contain Peanut, Contains Soy, Contains Milk, May Contain Tree Nuts, Contains Eggs","Ingredients: Cream,Carrageenan,Sugar,Strawberries,Black Berries,Blueberries,Kiwifruit,Raspberries,Contains 2% Or Less: Artificial Flavor,Baking Soda,Cellulose Gum,Citric Acid,Corn Syrup,Eggs,Enriched Bleached Wheat Flour (flour,Niacin,Reduced Iron,Thiamine Mononitrate,Riboflavin,Folic Acid),Modified Food Starch,Mono- & Diglycerides,Monocalcium Phosphate,Nonfat Milk,Palm Oil,Polysorbate 60,Potassium Sorbate (preservative),Salt,Sodium Acid Pyrophosphate,Sodium Alginate,Sodium Propionate (preservative),Sodium Stearoyl Lactylate,Sorbitan Monostearate,Sour Cream (cultured Milk,Cream,Nonfat Milk,Modified Corn Starch,Sodium Tripolyphosphate,Guar Gum,Calcium Sulfate,Carrageenan,Locust Bean Gum,Potassium Sorbate [preservative]),Soy Lecithin,Soybean Oil,Water,Wheat Starch,Whey,Xanthan Gum,Yogurt (cultured Milk,Nonfat Milk,Pectin)",01;,https://images.albertsons-media.com/is/image/ABS/960018806
https://www.safeway.com/shop/product-details.970568615.html,Overjoyed Everyday Classics Variety Assorted Cheesecake - 16 Oz,10.99,10.99,15,4.07,"Contains: wheat, eggs, soy, milk. May contain: tree nuts (coconut, pecan, walnut, almond), peanut.","Milk, Sugar, Wheat Flour, Cream, Palm Oil, Egg, Soybean Oil, Whole Wheat Flour, Water, Less than 2% of Nonfat Dry Milk, Corn Syrup, Cocoa (Processed with Alkali), Sweetened Condensed Milk, Chocolate Liquor, Natural Flavor, Food Starch - Modified, Salt, Yellow Corn Flour, Heavy Cream, Strawberry Puree, Cheese Culture, Molasses, Glycerol, Guar Gum, Malted Barley Flour, Carob Bean Gum, Sodium Bicarbonate, Soy Lecithin, Sodium Phosphate, Cocoa Butter, Carrageenan, Xanthan Gum, Enzyme, Mono- and Diglycerides, Honey, Pectin, Disodium Phosphate, Citric Acid, Vegetable Juice (Color), Cultured Dextrose, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid, Tocopherols, Sodium Acid Sulfate, Beta-Carotene (Color), Vitamin A Palmitate, Vitamin D3.",Perishable | Keep refrigerated.,https://images.albertsons-media.com/is/image/ABS/970568615
https://www.safeway.com/shop/product-details.960107173.html,Fruit Fresh Flower Tart 6 Inch - Each,11.99,11.99,7,4.57,"Contains Tree Nuts, Contains Bio Engineering Ingredients, May Contain Eggs, May Contain Sulfites, May contain Sesame, Contains Soy, Contains Milk, Contains Wheat, May Contain Peanut","Ingredients: Wheat Flour,Sugar,Water,Strawberries,Vegetable Oil,Palm Oil,Canola Oil,Coconut Oil,Blueberries,Kiwifruit,Mandarin Orange Segments,Cream,Contains 2% Or Less: Citric Acid,Carrageenan,Cellulose Gum,Cellulose Gel,Chocolate Liquor,Cocoa,Cocoa (alkali Processed),Beta-carotene (color),Corn Syrup,Corn Syrup Solids,Dextrose,Dipotassium Phosphate,Disodium Phosphate,Emulsifier Mono- & Diglycerides Of Fatty Acids,Flavors,Modified Food Starch,High Fructose Corn Syrup,Malic Acid,Methylcellulose,Mono- & Diglycerides,Monocalcium Phosphate,Natural & Artificial Flavor,Nonfat Milk,Pectin,Polysorbate 60,Polysorbate 80,Potassium Sorbate (preservative),Sodium Benzoate (preservative),Salt,Sodium Acid Pyrophosphate,Sodium Caseinate,Sorbitan Monostearate,Soy Lecithin,Titanium Dioxide (color),Vegetable Shortening (palm Oil),Vitamin A And D3,Xanthan Gum,Yellow 5,Yellow 6",,https://images.albertsons-media.com/is/image/ABS/960107173
https://www.safeway.com/shop/product-details.960018804.html,Cake Mousse Chocolate Select Artisan - Each,25.99,25.99,2,5.0,"Contains Soy, May Contain Peanut, Contains Milk, May Contain Tree Nuts, May contain Sesame, Contains Wheat, May Contain Sulfites, Contains Eggs, Contains Bio Engineering Ingredients","Ingredients: Cream,Carrageenan,Sugar,Semi-sweet Chocolate (sugar,Chocolate Liquor,Cocoa Butter,Soy Lecithin,Natural Flavor),Palm Oil,Black Berries,Blueberries,Raspberries,Strawberries,Cocoa (alkali Processed),Contains 2% Or Less: Natural & Artificial Flavor,Butter (cream),Cellulose Gum,Chocolate Liquor,Citric Acid,Cocoa,Corn Syrup,Eggs,Enriched Bleached Wheat Flour (flour,Niacin,Reduced Iron,Thiamine Mononitrate,Riboflavin,Folic Acid),Sodium Acid Pyrophosphate,Baking Soda,Monocalcium Phosphate,Modified Food Starch,Mono- & Diglycerides,Polysorbate 60,Potassium Sorbate (preservative),Salt,Nonfat Milk,Sodium Alginate,Sodium Propionate (preservative),Sodium Stearoyl Lactylate,Sorbitan Monostearate,Soy Lecithin,Soybean Oil,Hydrogenated Cottonseed Oil,Water,Wheat Starch,Whey,Xanthan Gum",01;,https://images.albertsons-media.com/is/image/ABS/960018804
https://www.safeway.com/shop/product-details.195050247.html,Artisan Fresh Fruit Tart 9 Inch - Each,23.99,23.99,15,4.07,"May Contain Tree Nuts, May contain Sesame, Contains Bio Engineering Ingredients, Contains Wheat, May Contain Peanut, May Contain Eggs, Contains Soy, May Contain Sulfites, Contains Milk","Ingredients: Strawberries,Water,Sugar,Kiwifruit,Wheat Flour,Cream,Mandarin Orange Segments,Black Berries,Blueberries,Raspberries,Palm Oil,Canola Oil,Coconut Oil,Dextrose,Contains 2% Or Less: Natural & Artificial Flavor,Carrageenan,Cellulose Gum,Cellulose Gel,Chocolate Liquor,Citric Acid,Cocoa,Cocoa (alkali Processed),Corn Syrup,Corn Syrup Solids,Dipotassium Phosphate,Disodium Phosphate,Mono- & Diglycerides Of Fatty Acids,Modified Food Starch,Methylcellulose,Mono- & Diglycerides,Nonfat Milk,Polysorbate 60,Polysorbate 80,Potassium Sorbate (preservative),Salt,Sodium Acid Pyrophosphate,Sodium Caseinate,Sodium Propionate (preservative),Sorbitan Monostearate,Soy Lecithin,Titanium Dioxide (color),Yellow 5,Yellow 6",01;,https://images.albertsons-media.com/is/image/ABS/195050247
https://www.safeway.com/shop/product-details.195050230.html,Bakery Cake 1 Layer Black Forest Cream Split - Each,11.99,11.99,,,"May contain Sesame, Contains Bio Engineering Ingredients, May Contain Tree Nuts, Contains Wheat, Contains Milk, Contains Eggs, Contains Soy, Contains Sulfites","Ingredients: Sugar,Cream,Water,Cherries,Enriched Bleached Flour (wheat Flour,Niacin,Reduced Iron,Thiamine Mononitrate,Riboflavin,Folic Acid),Nonfat Milk,Contains 2% Or Less: Natural & Artificial Flavor,Benzoic Acid (preservative),Butter Oil,Carrageenan,Cellulose Gum,Cellulose Gel,Citric Acid,Cocoa (alkali Processed),Cocoa Butter,Chocolate Liquor,Corn Syrup,Eggs,Propylene Glycol Esters Of Fatty Acids,Sorbitan Monostearate,Polysorbate 60,Mono- & Diglycerides,Propionic Acid,Phosphoric Acid,Sodium Propionate,Gellan Gum,Guar Gum,High Fructose Corn Syrup,Modified Cellulose,Modified Food Starch,Polysorbate 80,Potassium Sorbate (preservative),Red 40,Salt,Sodium Aluminum Phosphate,Sodium Benzoate (preservative),Baking Soda,Sodium Stearoyl Lactylate,Soy Flour,Soy Lecithin,Soybean Oil,Sulfur Dioxide (preservative),Vanilla Extract,Xanthan Gum",01,https://images.albertsons-media.com/is/image/ABS/195050230
https://www.safeway.com/shop/product-details.960027894.html,Colossal Cherry Topped Cheesecake Slice - Each (760 cal),5.99,5.99,30,3.9,"Contains Eggs, May contain Sesame, May Contain Peanut, Contains Milk, Contains Wheat, Contains Soy, Contains Bio Engineering Ingredients, May Contain Tree Nuts","Ingredients: Cream Cheese (pasteurized Milk,Cream,Cheese Culture,Salt,Carob Bean Gum,Guar Gum,Xanthan Gum),Sugar,Eggs,Cherries,Water,Graham Cracker Crumb (enriched Flour (wheat Flour,Niacin,Reduced Iron,Thiamine Mononitrate,Riboflavin,Folic Acid),Graham Flour,Sugar,Palm Oil Brown Sugar,Honey,Salt,Baking Soda,Natural Flavor),Vanilla Cookie Crumbs (enriched Wheat Flour [wheat Flour,Niacin,Reduced Iron,Thiamine Mononitrate Riboflavin,Folic Acid],Sugar,Palm Oil,Dextrose,Whey,Salt,Natural & Artificial Flavors,Baking Soda),Contains 2% Or Less: Brown Sugar,Carrageenan,Citric Acid,Corn Syrup,Cream,Dextrose,Folic Acid,Gellan Gum,Lemon Juice Concentrate,Lemon Oil,Milk,Modified Cornstarch,Mono- & Diglycerides,Natural Flavor,Niacin,Non-fat Milk,Polysorbate 80,Potassium Sorbate (preservative),Red 40,Reduced Iron,Riboflavin,Salt,Thiamine Mononitrate,Vanilla Bean Extractives,Wheat Flour##tdmk## **contains:egg,Milk,Soy And Wheat.**may Contain Peanuts,Sesame And Treenuts. Perishable-keep Refrigerated",01;,https://images.albertsons-media.com/is/image/ABS/960027894
https://www.safeway.com/shop/product-details.970067847.html,Overjoyed Blueberry Pie - 4 Oz,,,300,4.3,,,,https://images.albertsons-media.com/is/image/ABS/970067847
