pdp_url,product_name,product_code,product_price,currency,brand,images,breadcrumb,rating,review,features,product_description,ingredients,storage_instructions,warning,company_address,nutritional_information,manufacturer_address,promotion_valid_from,promotion_valid_upto,promotion_description,percentage_discount
https://www.dm.si/dmbio-bio-rumena-prosena-kasa-p4066447175790.html,"Bio rumena prosena kaša, 800 g",4066447175790,2.15,EUR,dmBio,"['https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747477471/assets/pas/images/9a42bc39-4008-4081-8197-9ba2fa626d6e/dmbio-bio-rumena-prosena-kasa', 'https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747477466/assets/pas/images/2fec9a5f-4f80-4890-b5cd-485e562defce/dmbio-bio-rumena-prosena-kasa']",Prehrana > Peka > Žita,5.0,2,"brez konzervansov, brez arom, brez laktoze, vegetarijansko, bio, brez barvil, vegansko","dmBio bio rumena prosena kaša je prava izbira za vsestransko uporabo v kuhinji, od peke do kuhanja. Ta dragocena žitna vrsta, pridelana na ekološki način, se ponaša z zlato rumeno barvo in je bogata z okusom. Vsestranska in preprosta za pripravo, prosena kaša je odlična osnova za sladke in slane kreacije. Naj bo to osnova za kruh, dodatek k solatam ali osnova za juhe in glavne jedi, dmBio prosena kaša bo obogatila vaš jedilnik z naravno dobroto.","Točno ime izdelka:  dmBio, Bio prosena kaša, rumena.  Neto količina: 800 g.   Rumeno proso*. *iz ekološke pridelave.  OPOZORILO: Lahko vsebuje sledi ŽIT, ki vsebujejo GLUTEN, ter SEZAMA in OREŠKOV.  Prosimo, bodite pozorni na opozorila o alergenih. Navedene sestavine v spletni trgovini se lahko razlikujejo od tistih navedenih na embalaži.","Hraniti v suhem prostoru, zaščiteno pred toploto. Po odprtju hitro porabiti.",,"dm drogerie markt d.o.o. Litostrojska cesta 48, Ljubljana","{'Energijska vrednost': '1.525 kJ / 360 kcal', 'Maščobe': '3,9 g', 'od tega nasičene maščobe': '1 g', 'Ogljikovi hidrati': '69 g', 'od tega sladkorji': '2,2 g', 'Prehranske vlaknine': '3,8 g', 'Beljakovine': '11 g', 'Sol': '< 0,01 g'}",,,,,0
https://www.dm.si/dmbio-bio-rezina-z-lesniki-indijskimi-orescki-pistacijami-in-cokolado-p4066447363043.html,"Bio rezina z lešniki, indijskimi oreščki, pistacijami in čokolado, 35 g",4066447363043,1.65,EUR,dmBio,"['https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747480592/assets/pas/images/8ab0a859-e9c3-4f9f-b638-dfb6c53da8c6/dmbio-bio-rezina-z-lesniki-indijskimi-orescki-pistacijami-in-cokolado', 'https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747480504/assets/pas/images/aa335074-11c9-49b7-9f60-3e4bf91b013d/dmbio-bio-rezina-z-lesniki-indijskimi-orescki-pistacijami-in-cokolado', 'https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747480377/assets/pas/images/a46e6013-aa79-4bda-b141-79ce9fa3e587/dmbio-bio-rezina-z-lesniki-indijskimi-orescki-pistacijami-in-cokolado', 'https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747480592/assets/pas/images/1a3465f6-c1df-4ffc-a32f-fc82cf0919fa/dmbio-bio-rezina-z-lesniki-indijskimi-orescki-pistacijami-in-cokolado']",Prehrana > Prigrizki in sladkarije > Sadne in žitne ploščice,4.6632,95,"brez konzervansov, brez arom, vegetarijansko, bio, brez barvil, vegansko","dmBio bio rezina z lešniki, indijskimi oreščki, pistacijami in čokolado je okusen in idealen prigrizek za na pot ali za med obroki. Ploščica s tremi različnimi vrstami oreščkov in okusno čokolado je popoln spremljevalec v službi, šoli ali pa na pohodu ter hitro pospeši majhno lakoto. Za oreškasto in čokoladno zapeljevanje!","Točno ime izdelka:  dmBio. Bio rezina z lešniki, indijskimi oreščki, pistacijami in čokolado. Neto količina: 35 g.  28 % sesekljani praženi LEŠNIKI*, 18,5 % praženi INDIJSKI OREŠČKI*, rižev sirup*, 15 % pražene PISTACIJE*, 15 % temna čokolada (kakavova masa*, trsni sladkor*, kakavovo maslo*, emulgator: lecitini*), 3,5 % čokolada (trsni sladkor*, kakavova masa*, kakavovo maslo*), sončnično olje*, morska sol, kakavov prah*. *Iz ekološke pridelave.  Prosimo, bodite pozorni na opozorila o alergenih. Navedene sestavine v spletni trgovini se lahko razlikujejo od tistih navedenih na embalaži.","Hraniti v suhem prostoru, zaščiteno pred toploto.",,dm-drogerie markt Am dm-Platz 1. DE-76227 Karlsruhe servicecenter@dm.de,"{'Energijska vrednost': '2.417 kJ / 583 kcal', 'Maščobe': '46 g', 'od tega nasičene maščobe': '11 g', 'Ogljikovi hidrati': '25 g', 'od tega sladkorji': '23 g', 'Prehranske vlaknine': '9,1 g', 'Beljakovine': '13 g', 'Sol': '0,66 g', 'natrij': '0,264 g'}",,,,,0
https://www.dm.si/dmbio-bio-veganski-posip-za-testenine-iz-indijskih-oresckov-in-mandljev-p4058172788079.html,"Bio veganski posip za testenine iz indijskih oreščkov in mandljev, 80 g",4058172788079,2.95,EUR,dmBio,"['https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747455617/assets/pas/images/57d98bb0-0bda-412a-bfd3-e0b424ec5644/dmbio-bio-veganski-posip-za-testenine-iz-indijskih-oresckov-in-mandljev', 'https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747455259/assets/pas/images/59131a57-1754-4aec-a302-9e1a449dad02/dmbio-bio-veganski-posip-za-testenine-iz-indijskih-oresckov-in-mandljev']",Prehrana > Omake in začimbe > Začimbe,4.2105,228,"vegetarijansko, bio, vegansko","dmBio veganski posip za testenine vašim jedem daje fino, začinjeno noto. Posip lahko uporabite namesto naribanega parmezana. Odličen je v kombinaciji s testeninami, pico, rižoto ali italijansko predjedjo antipasti. Lahko pa z njim izpopolnite tudi omake, zelenjavo in solate. Izdelek vsebuje sestavine iz ekološke pridelave. dmBio – poskusite naravno okusno.","Točno ime izdelka:  dmBio veganski pripravek iz bio indijskih oreščkov in mandljev za posip jedi  Neto količina: 80 g   54,5 % MANDLJI *, 30 % INDIJSKI OREŠČKI, JEDRCA *, kvasni kosmiči *, morska sol.  * iz ekološkega kmetovanja  Prosimo, bodite pozorni na opozorila o alergenih. Navedene sestavine v spletni trgovini se lahko razlikujejo od tistih navedenih na embalaži.","Shranjujte na suhem, zaščiteno pred vročino in svetlobo. Po odprtju shranite v hladilniku in hitro porabite.",,"dm drogerie markt d.o.o. Litostrojska cesta 48, Ljubljana","{'Energijska vrednost': '2.282 kJ / 551 kcal', 'Maščobe': '44 g', 'od tega nasičene maščobe': '4,6 g', 'Ogljikovi hidrati': '16 g', 'od tega sladkorji': '4,4 g', 'Prehranske vlaknine': '11 g', 'Beljakovine': '19 g', 'Sol': '3,6 g'}",Nemčija,,,,0
https://www.dm.si/dmbio-bio-sadni-namaz-malina-p4067796010817.html,"Bio sadni namaz malina, 340 g",4067796010817,2.45,EUR,dmBio,"['https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747486738/assets/pas/images/9fd89d11-c246-468d-a985-33b0932bf479/dmbio-bio-sadni-namaz-malina', 'https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747486993/assets/pas/images/07a503d4-1815-48e8-96a7-a6b7e4974dc1/dmbio-bio-sadni-namaz-malina']","Prehrana > Zajtrk > Marmelade, sadni namazi in med",4.8661,112,"brez konzervansov, brez arom, vegetarijansko, bio, brez barvil, vegansko","dmBio sadni namaz iz na soncu dozorelih malin je primeren tako kot namaz za kruh kot tudi za pripravo nadevov za peciva in sladice. dmBio malinova marmelada, ki vsebuje kar 55 % malin, navduši s svojim slastnim okusom in sestavinami iz kontrolirane ekološke pridelave. dmBio – poskusite naravno okusno.","Točno ime izdelka:  dmBio. Bio sadni namaz malina.  Neto količina: 340 g  55 % maline*, pesni sladkor*, zgoščeni limonin sok*, želirno sredstvo: pektin.*Iz ekološke pridelave. Navedene sestavine v spletni trgovini se lahko razlikujejo od tistih navedenih na embalaži.",Vsebino odprte embalaže hranite v hladilniku in jo hitro porabite.,,dm-drogerie markt Am dm-Platz 1. DE-76227 Karlsruhe servicecenter@dm.de,"{'Energijska vrednost': '760 kJ / 179 kcal', 'Maščobe': '< 0,5 g', 'od tega nasičene maščobe': '< 0,1 g', 'Ogljikovi hidrati': '41 g', 'od tega sladkorji': '41 g', 'Prehranske vlaknine': '3,2 g', 'Beljakovine': '0,7 g', 'Sol': '0,03 g'}",,,,,0
https://www.dm.si/dmbio-bio-rizev-napitek-p4058172455711.html,"Bio rižev napitek, 1 l",4058172455711,1.05,EUR,dmBio,"['https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747451434/assets/pas/images/9dfba953-9b06-4dd2-8a06-4c60d87f2d59/dmbio-bio-rizev-napitek', 'https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747451431/assets/pas/images/f6d64f96-f659-43bc-a62e-6058b764716c/dmbio-bio-rizev-napitek', 'https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747451434/assets/pas/images/f08b4d9b-aa62-4f8d-89ff-834fd06f93b4/dmbio-bio-rizev-napitek']",Prehrana > Mleko in rastlinski napitki > Rastlinski napitki,4.6875,16,"bio, vegansko","Veganski, manjmastni in okusni bio napitek. Izdelek je proizveden brez dodanega sladkorja, svoj blago sladki okus pa ima zaradi fermentacije riževega škroba. Rižev napitek lahko pijete samostojno, rahlo ohlajenega, ga zmešate s sadjem, ali pa ga uporabite za kosmiče, zdrobovo kašo ali sladice. Primeren je tudi za kuhanje in peko.","Točno ime izdelka:  dmBio. Bio rižev napitek.  Neto količina: 1 l.   voda, riž* 13 %, sončnično olje*, jedilna morska sol.  *iz ekološke pridelave Navedene sestavine v spletni trgovini se lahko razlikujejo od tistih navedenih na embalaži.",Napitka v originalno zaprti embalaži zaradi toplotne obdelave ni treba hraniti v hladilniku. Vsebino odprte embalaže hranite v hladilniku v pokončnem položaju in jo porabite v 4 dneh.,Izdelek ni primeren za prehrano dojenčkov.,dm-drogerie markt GmbH & Co. KG Carl-Metz-Straße 1 76185 Karlsruhe servicecenter@dm.de,"{'Energijska vrednost': '203 kJ / 48 kcal', 'Maščobe': '1,1 g', 'od tega nasičene maščobe': '0,1 g', 'Ogljikovi hidrati': '9,4 g', 'od tega sladkorji': '6,7 g', 'Prehranske vlaknine': '0,1 g', 'Beljakovine': '0,1 g', 'Sol': '0,07 g'}",Nemčija,,,,0
https://www.dm.si/nutrispoint-prehransko-dopolnilo-kreatin-p3830079041133.html,"Prehransko dopolnilo Kreatin, 150 g",3830079041133,12.95,EUR,NUTRISPOINT,"['https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747427206/assets/pas/images/48dc02f5-093a-4b69-8d0d-ee1fe56b69dd/nutrispoint-prehransko-dopolnilo-kreatin']",Prehrana > Športna prehrana > Izdelki za športno prehrano in posebne prehranske namene,0.0,0,"brez arom, brez barvil, vegansko","NUTRISPOINT prehransko dopolnilo Kreatin Monohidrat je zasnovano za izboljšanje zmogljivosti in vzdržljivosti. Ta veganski izdelek ne vsebuje dodanih arom, kar omogoča čisto in učinkovito uporabo. Kreatin je znan po tem, da podpira mišično moč in regeneracijo, kar je idealno za športnike in aktivne posameznike. Enostavno ga je vključiti v vašo dnevno rutino. Izboljšajte svojo vadbo z dodatno energijo.",Kreatin monohidrat v prahu. Navedene sestavine v spletni trgovini se lahko razlikujejo od tistih navedenih na embalaži.,Shranite v suhem in hladnem prostoru.,Priporočene dnevne količine oziroma odmerka se ne sme prekoračiti. Prehransko dopolnilo ni nadomestilo za uravnoteženo in raznovrstno prehrano. Shranjevati nedosegljivo otrokom!,"Nutrispoint d.o.o. Pod bori 2, 1218 Komenda info@nutrispoint.com",,,,,,0
https://www.dm.si/dmbio-bio-mesanica-zelisc-in-zacimb-na-italijanski-nacin-p4058172507960.html,"Bio mešanica zelišč in začimb na italijanski način, 35 g",4058172507960,1.65,EUR,dmBio,"['https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747452126/assets/pas/images/66220932-3f31-4814-9064-64752495bcd8/dmbio-bio-mesanica-zelisc-in-zacimb-na-italijanski-nacin']",Prehrana > Omake in začimbe > Začimbe,4.5465,86,"brez konzervansov, bio, brez barvil, vegansko","dmBio bio mešanica zelišč in začimb na italijanski način vsebuje mešanico rožmarina, bazilike, majarona, česna, čebule, korenja in origano. Zahvaljujoč nežno obdelavi zelišča ohranijo svoj edinstven okus, vse sestavine pa so iz visokokakovostne ekološke pridelave. Mešanica je idealna za domačo bolonjsko omako ali kot dodatek k solatam.","Točno ime izdelka:  dmBio. Bio mešanica zelišč in začimb na italijanski način.  Neto količina: 35 g.  origano*, čebula*, korenje*, bazilika*, majaron*, rožmarin*, česen*.   *iz ekološke pridelave  Prosimo, bodite pozorni na opozorila o alergenih. Navedene sestavine v spletni trgovini se lahko razlikujejo od tistih navedenih na embalaži.","Hraniti v hladnem in suhem prostoru, zaščiteno pred svetlobo. Embalažo lahko ponovno zaprete s priloženo lepljivo etiketo, tako vsebina dlje ostane sveža.",,dm-drogerie markt Am dm-Platz 1. DE-76227 Karlsruhe servicecenter@dm.de,,Nemčija,,,,0
https://www.dm.si/dmbio-bio-sadni-caj-z-zacimbami-20-x-2-g-p4067796081695.html,"Bio sadni čaj z začimbami (20 x 2 g), 40 g",4067796081695,2.1,EUR,dmBio,"['https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747487205/assets/pas/images/c9f56137-69b1-4703-b597-d45057d661aa/dmbio-bio-sadni-caj-z-zacimbami-20-x-2-g', 'https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747487443/assets/pas/images/ae119804-3c37-4a42-a9a4-e7dcde86ea18/dmbio-bio-sadni-caj-z-zacimbami-20-x-2-g', 'https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747487519/assets/pas/images/e03b4073-e075-4d70-b80f-3a6a6b52e8fb/dmbio-bio-sadni-caj-z-zacimbami-20-x-2-g', 'https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747487519/assets/pas/images/0d07f43b-196b-43dd-a952-ce0350d9c4da/dmbio-bio-sadni-caj-z-zacimbami-20-x-2-g', 'https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747487519/assets/pas/images/34b84fb1-67d9-4f4e-a249-41633941382a/dmbio-bio-sadni-caj-z-zacimbami-20-x-2-g']","Prehrana > Kava, čaj in kakav > Čaj",4.2273,66,"brez glutena, brez konzervansov, brez laktoze, vegetarijansko, bio, brez barvil, vegansko","dmBio sadni čaj z začimbami prinaša okusno doživetje turškega jabolka. Ta veganski izdelek je narejen iz ekoloških sestavin, ki zagotavljajo naravno kakovost in pristnost okusa. Pakiranje vsebuje 20 čajnih vrečk, ki so popolne za pripravo toplega napitka v hladnih dneh. Kombinacija sadja in začimb ustvarja harmoničen okus, ki bo razvajal vaše brbončice. Uživajte v skodelici čaja, ki prinaša pridih orienta.","Točno ime izdelka:  dmBio. Bio sadni čaj z začimbami.  Neto količina: 40 g (20 x 2 g).    29 % beli hibiskus*, 22 % jabolko*, pomarančne lupine*, hibiskus*, listi sladke robide*, 5 % delci jabolka*, 4 % cimet*, korenina sladkega korena*, šipek*, pražena korenina cikorije*, listi stevie*, 1 % klinčki*, ingver*, piment*, kardamom*. *Iz ekološke pridelave. Navedene sestavine v spletni trgovini se lahko razlikujejo od tistih navedenih na embalaži.","Hraniti v suhem prostoru, zaščiteno pred toploto.",Čaj vedno prelijte z vrelo vodo in pustite stati vsaj 5 minut. Le tako boste dobili neškodljivo živilo. Pazite na uravnoteženo in raznovrstno prehrano.,dm-drogerie markt Am dm-Platz 1. DE-76227 Karlsruhe servicecenter@dm.de,,,,,,0
https://www.dm.si/dmbio-bio-dolgozrnati-beli-riz-za-rizote-arborio-p4066447656855.html,"Bio dolgozrnati beli riž za rižote arborio, 500 g",4066447656855,3.45,EUR,dmBio,"['https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747484450/assets/pas/images/380df616-c605-49b3-82ae-427df3e42389/dmbio-bio-dolgozrnati-beli-riz-za-rizote-arborio', 'https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747484288/assets/pas/images/8f68e941-acb9-4c18-9eb8-2c3712ecc38f/dmbio-bio-dolgozrnati-beli-riz-za-rizote-arborio']",Prehrana > Priloge > Riž,3.0,2,"brez konzervansov, brez arom, vegetarijansko, bio, brez barvil, vegansko","Dolgozrnati beli riž za rižote arborio dmBio izvira iz Italije, je oluščen in rahlo brušen. Med kuhanjem dobi čudovito kremasto teksturo. Predvsem je primeren za pripravo klasičnih rižot in paell.","Točno ime izdelka:  dmBio. Bio dolgozrnati beli riž za rižote arborio.  Neto količina: 500 g  dolgozrnati riž arborio*. *Iz ekološke pridelave.  Prosimo, bodite pozorni na opozorila o alergenih. Navedene sestavine v spletni trgovini se lahko razlikujejo od tistih navedenih na embalaži.","Dobro zaprto hraniti v suhem prostoru, zaščiteno pred toploto.",Lahko vsebuje sledi SEZAMA in OREŠKOV.,"dm drogerie markt d.o.o. Litostrojska cesta 48, Ljubljana","{'Energijska vrednost': '1.486 kJ / 350 kcal', 'Maščobe': '0,6 g', 'od tega nasičene maščobe': '0,1 g', 'Ogljikovi hidrati': '78 g', 'od tega sladkorji': '< 0,5 g', 'Prehranske vlaknine': '2,1 g', 'Beljakovine': '7,4 g', 'Sol': '0,01 g'}",,,,,0
https://www.dm.si/ruf-bio-agar-agar-p4002809050107.html,"Bio Agar Agar, 30 g",4002809050107,3.25,EUR,Ruf,"['https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747430758/assets/pas/images/ac128a7b-592d-4732-85b3-c4677365aa30/ruf-bio-agar-agar']",Prehrana > Peka > Sestavine za peko,3.5,2,vegansko,"RUF Agartine je poponoma rastlinsko želirno sredstvo, narejeno iz morskih alg. Uporabite ga lahko za vse vrste želiranja in je odličen nadomestek živalske želatine, zato je primeren tudi za vegetarijance in vegane. RUF agar agar prihaja iz nadzorovane ekološke pridelave. Ena vrečka (15 g) zadostuje za želiranje 500 ml tekočine in ustreza 6 listom želatine.","Maltodekstrin*, agar-agar (20%), Guar gumi*. *iz ekološke pridelave Navedene sestavine v spletni trgovini se lahko razlikujejo od tistih navedenih na embalaži.",Hraniti v suhem prostoru.,"V kolikor dodajate kisle sestavine (kis) uporabite dvojno količino agar agar. 
Lahko vsebuje sledi jajc, soje, oreščkov in mleka.","Port d.o.o. Letališka 32, 1000 Ljubljana",,Nemčiji,,,,0
https://www.dm.si/dmbio-bio-visnje-naoljene-susene-in-izkoscicene-p4066447602678.html,"Bio višnje, naoljene, sušene in izkoščičene, 100 g",4066447602678,3.15,EUR,dmBio,"['https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747484082/assets/pas/images/ee96446a-4dea-4bdb-ab4f-99c04c27944c/dmbio-bio-visnje-naoljene-susene-in-izkoscicene', 'https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747483787/assets/pas/images/1055a4da-0146-4b48-a154-b8a23bda6fd9/dmbio-bio-visnje-naoljene-susene-in-izkoscicene', 'https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747483786/assets/pas/images/062d21e0-440b-4840-be4e-6e0610d83a77/dmbio-bio-visnje-naoljene-susene-in-izkoscicene', 'https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747483824/assets/pas/images/31cd231f-78ab-4cae-ad02-7f8b3767ad29/dmbio-bio-visnje-naoljene-susene-in-izkoscicene']",Prehrana > Prigrizki in sladkarije > Suho sadje,4.3594,128,"brez konzervansov, brez arom, bio, brez barvil, vegansko","dmBio višnje so zaradi svojega sadno-aromatičnega okusa in naravne sadne sladkosti, posušene na soncu, okusen prigrizek med obroki, dodate pa jih lahko tudi h kosmičem, kašam ali jih uporabite pri peki.","Točno ime izdelka:  dmBio. Bio višnje, naoljene, sušene in izkoščičene.  Neto količina: 100 g  višnje*, sončnično olje*. *Iz ekološke pridelave.  Prosimo, bodite pozorni na opozorila o alergenih. Navedene sestavine v spletni trgovini se lahko razlikujejo od tistih navedenih na embalaži.","Dobro zaprto hraniti v suhem prostoru, zaščiteno pred toploto in svetlobo. Vsebino odprte embalaže porabite v nekaj dneh. Embalažo lahko ponovno zaprete s priloženo lepljivo etiketo, tako vsebina dlje ostane sveža.",Lahko vsebujejo sledi OREŠKOV in ARAŠIDOV.,"dm drogerie markt d.o.o. Litostrojska cesta 48, Ljubljana","{'Energijska vrednost': '1.307 kJ / 309 kcal', 'Maščobe': '0,7 g', 'od tega nasičene maščobe': '0,2 g', 'od tega enkrat nenasičene maščobe': '0,2 g', 'od tega večkrat nenasičene maščobe': '0,2 g', 'Ogljikovi hidrati': '69 g', 'od tega sladkorji': '37 g', 'Prehranske vlaknine': '6,3 g', 'Beljakovine': '3,7 g', 'Sol': '0,02 g'}",,,,,0
https://www.dm.si/inkanatura-maca-vitae-prehransko-dopolnilo-p8437015175546.html,"Maca Vitae, prehransko dopolnilo, 90 kos",8437015175546,18.25,EUR,INKANATURA,"['https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747524775/assets/pas/images/3e04b22d-e62f-4cd4-a2c2-8f5ac5da7679/inkanatura-maca-vitae-prehransko-dopolnilo']",Prehrana,4.0,2,"brez glutena, vegetarijansko, brez dodanega sladkorja, bio, vegansko","Maca je za odličen vir fizične in psihične energije. Priporoča se za lajšanje težav v menopavzi, povečuje vitalnost, plodnost in željo po spolnosti. Vsebuje 55 aktivnih sestavin. Je bogat vir aminokislin in nenasičenih maščob, vsebuje vitamine B1, B2, B6, B12, C, E, D3, saponine, sterole, tanine in alkaloide, kalcij, selen, cink, natrij, železo, kalij, magnezij, silicij, jod, fosfor, mangan in baker. Kapsule vsebujejo posušen in zmlet koren mace, pri čemer ostanejo količine in razmerja hranilnih snovi enaka tistim v naravi. Gojena je z metodo kolobarjenja na planoti Junin v Peruju, kjer uspeva na nadmorski višini 4400 metrov. Pridelek posejejo vsakih 5 let.",posušen in zmlet koren rastline Maca (Lepidium meyenii) brez kakršnih koli dodatkov v kapsulah rastlinskega izvora. Navedene sestavine v spletni trgovini se lahko razlikujejo od tistih navedenih na embalaži.,Hraniti zunaj dosega otrok. Shranjevati na suhem pri sobni temperaturi.,Prehransko dopolnilo ni nadomestilo za uravnoteženo in raznovrstno prehrano. Priporočene dnevne količine oziroma odmerka se ne sme prekoračiti.,"Eternis, Vesna Černe s.p. Martinčeva 33, 1000 Ljubljana info@eternis.si www.izvir-zdravja.si","{'Energijska vrednost': '0 kJ / 0 kcal', 'Maščobe': '1,8 null', 'od tega nasičene maščobe': '0,4 g', 'Ogljikovi hidrati': '70,3 g', 'od tega sladkorji': '16,6 g', 'Beljakovine': '14,1 g', 'Sol': '0,6 g'}",,,,,0
https://www.dm.si/dmbio-bio-veganski-namaz-s-papajo-mangom-in-karijem-v-prahu-p4058172320965.html,"Bio veganski namaz s papajo, mangom in karijem v prahu, 180 g",4058172320965,1.95,EUR,dmBio,"['https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747450881/assets/pas/images/74e7b496-a7b2-45de-ac64-8e05257a5cbb/dmbio-bio-veganski-namaz-s-papajo-mangom-in-karijem-v-prahu', 'https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747450793/assets/pas/images/b7a9104a-f8ca-42ef-a5fc-bcb8febe471e/dmbio-bio-veganski-namaz-s-papajo-mangom-in-karijem-v-prahu']",Prehrana > Zajtrk > Slani namazi za kruh,4.6107,131,"brez konzervansov, brez arom, brez laktoze, vegetarijansko, bio, brez barvil, vegansko","dmBio bio veganski namaz s papajo, mangom in karijem v prahu je fini namaz, ki ima sadno začinjen okus in je še posebej dober na svežem in hrustljavem kruhu ali pa za izboljšanje okusa omak. Aromatiziran je z različnimi začimbami in soljo, vse sestavine pa so iz ekološkega kmetovanja.","Točno ime izdelka:  dmBio. Bio veganski namaz s papajo, mangom in karijem v prahu. Neto količina: 180 g.  sončnično olje*, sončnična semena*, voda, 11 % papaja*, 11 % mango*, jabolka*, zgoščeni limonin sok*, kari v prahu* < 2 %, jabolčni kis*, zgoščeni jabolčni sok*, surovi trsni sladkor*, morska sol, začimbe*, GORČIČNO SEME*.  * iz ekološke pridelave  Prosimo, bodite pozorni na opozorila o alergenih. Navedene sestavine v spletni trgovini se lahko razlikujejo od tistih navedenih na embalaži.",Vsebino odprte embalaže hranite v hladilniku in jo porabite v 7 dneh.,,"dm drogerie markt d.o.o. Litostrojska cesta 48, Ljubljana","{'Energijska vrednost': '1.532 kJ / 371 kcal', 'Maščobe': '35 g', 'od tega nasičene maščobe': '3,6 g', 'Ogljikovi hidrati': '7,7 g', 'od tega sladkorji': '5,5 g', 'Prehranske vlaknine': '4,5 g', 'Beljakovine': '5,2 g', 'Sol': '1,1 g'}","Poreklo karija v prahu, papaje, manga: zunaj EU. Proizvedeno v Nemčiji.",,,,0
https://www.dm.si/dmbio-bio-rumena-leca-p4058172776052.html,"Bio rumena leča, 500 g",4058172776052,2.35,EUR,dmBio,"['https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747455314/assets/pas/images/ed790cfe-9f2d-477e-bad9-a953e996a521/dmbio-bio-rumena-leca', 'https://products.dm-static.com/images/f_auto,q_auto,c_fit,h_440,w_500/v1747454968/assets/pas/images/1ecd0701-0f54-411d-977d-cd722828989c/dmbio-bio-rumena-leca']",Prehrana > Priloge > Leča in fižol,4.8356,73,"brez laktoze, vegetarijansko, bio, vegansko","dmBio rumena leča je prava vsestranska in kulinarična dobrota. Odlična je v enolončnicah, solatah in namazih ali pa tudi kot priloga. Leča prihaja iz ekološkega kmetovanja, je skrbno obdelana in navdihuje s svojo blago aromo. Prav tako je bogata z beljakovinami in je zaradi kratkega časa kuhanja kot nalašč za hitre jedi.","Točno ime izdelka:  dmBio rumena leča Neto količina: 500 g  99,8% rumena leča*, sončnično olje*. * iz ekološkega kmetovanja  Prosimo, bodite pozorni na opozorila o alergenih. Navedene sestavine v spletni trgovini se lahko razlikujejo od tistih navedenih na embalaži.","Shranjujte tesno zaprto, suho in zaščiteno pred vročino.",,dm-drogerie markt Am dm-Platz 1. DE-76227 Karlsruhe servicecenter@dm.de,"{'Energijska vrednost': '1.478 kJ / 349 kcal', 'Maščobe': '2,2 g', 'od tega nasičene maščobe': '0,4 g', 'Ogljikovi hidrati': '52 g', 'od tega sladkorji': '2,1 g', 'Prehranske vlaknine': '6,7 g', 'Beljakovine': '27 g', 'Sol': '< 0,03 g'}",Poreklo: Turčija. Polnjeno v Nemčiji.,,,,0
